1723766400,48818,504438587170,8912,1750,860,1315
1723680000,48806,504173838027,8910,1749,856,1315
1723593600,48849,508790383315,8896,1746,853,1314
1723507200,48907,508291068162,8914,1751,857,1313
1723420800,48887,507612129924,8914,1756,856,1313
1723334400,48870,506882914982,8903,1748,856,1317
1723248000,38794,484920556945,5109,775,168,1029
1723161600,48982,506175407370,8927,1745,870,1316
1723075200,48920,505765342768,8920,1741,867,1320
1722988800,48794,504030335014,8895,1732,858,1319
1722902400,48951,504847913962,8934,1741,867,1323
1722816000,49021,505108394482,8923,1739,869,1319
1722729600,49021,500759378315,8936,1739,870,1322
1722643200,49034,500679509182,8943,1738,877,1325
1722556800,49057,498915575029,8972,1738,873,1326
1722470400,48989,495230657792,8967,1734,871,1327
1722384000,48982,494280563377,8949,1733,867,1321
1722297600,49625,529055975542,8991,1731,878,1325
1722211200,49660,529324823776,8989,1727,883,1322
1722124800,49687,528471751722,8984,1730,871,1324
1722038400,40054,503617163738,5295,1030,277,1058
1721952000,49790,528465308131,8985,1733,869,1324
1721865600,50039,529233235779,9047,1741,873,1332
1721779200,50032,527044889678,9033,1741,880,1333
1721692800,50274,528575066262,9066,1746,874,1342
1721606400,50401,535103656443,9111,1745,872,1345
1721520000,50353,533950318779,9103,1745,871,1345
1721433600,50450,533789430510,9131,1746,879,1345
1721347200,50511,534094926673,9128,1745,876,1347
1721260800,50493,533611140475,9123,1746,878,1343
1721174400,50480,533035147041,9113,1746,869,1342
1721088000,50605,532393076997,9144,1751,881,1345
1721001600,50591,531604597563,9153,1749,875,1340
1720915200,50556,530268601201,9144,1746,874,1340
1720828800,50617,530269109797,9160,1746,875,1344
1720742400,50562,529128220848,9150,1744,876,1347
1720656000,50603,525414915098,9165,1746,871,1347
1720569600,50601,525320808616,9153,1743,863,1350
1720483200,50654,524494696873,9198,1743,873,1349
1720396800,50651,523836492222,9188,1741,874,1348
1720310400,50687,523878414252,9222,1738,864,1349
1720224000,50817,522297102351,9240,1743,872,1351
1720137600,50784,520971255826,9231,1744,876,1348
1720051200,50864,521450302338,9220,1748,874,1345
1719964800,50909,520971683632,9211,1761,868,1347
1719878400,50998,520606322717,9236,1761,876,1352
1719792000,50979,519881971261,9228,1758,869,1352
1719705600,51112,518090315061,9217,1762,869,1348
1719619200,51177,517346928451,9216,1765,874,1352
1719532800,51182,517048420305,9197,1764,877,1352
1719446400,51108,515631510609,9170,1764,872,1357
1719360000,51048,515777651622,9123,1762,873,1353
1719273600,51164,515386843152,9129,1764,880,1362
1719187200,51104,514920652593,9100,1760,879,1361
1719100800,51086,512687426098,9088,1762,873,1365
1719014400,40553,491460528062,5293,796,181,1068
1718928000,51243,513029772869,9182,1760,880,1372
1718841600,51211,512083227183,9170,1762,869,1375
1718755200,51192,511492544367,9139,1760,868,1374
1718668800,51277,510317230673,9114,1758,896,1370
1718582400,51182,507689190668,9113,1755,877,1367
1718496000,51336,507114910889,9136,1758,871,1371
1718409600,51631,508553056196,9160,1761,893,1373
1718323200,51597,509792287882,9143,1758,876,1373
1718236800,51460,508177158233,9123,1757,882,1371
1718150400,51347,507085820924,9076,1752,878,1367
1718064000,51488,507007506823,9106,1755,885,1373
1717977600,51401,505427799997,9099,1756,873,1368
1717891200,51345,504127450340,9058,1755,869,1372
1717804800,49498,497975725704,8425,1717,804,1304
1717718400,51404,503929178956,9034,1752,873,1372
1717632000,51326,503331422022,9007,1747,878,1367
1717545600,51229,502170426346,8986,1746,868,1369
1717459200,51201,500516349728,8979,1743,874,1370
1717372800,51162,499949941413,8968,1743,871,1369
1717286400,51183,495699805147,8968,1742,875,1365
1717200000,50980,494898623363,8893,1737,857,1362
1717113600,50883,493558652375,8873,1731,861,1356
1717027200,50893,491808475390,8883,1730,858,1354
1716940800,50802,492003136707,8856,1719,849,1353
1716854400,50926,492519514066,8914,1706,854,1357
1716768000,50889,500033343594,8907,1705,844,1358
1716681600,50773,497712029262,8898,1699,842,1357
1716595200,51015,497699750424,8960,1729,845,1362
1716508800,50900,496388496760,8937,1727,843,1363
1716422400,50723,494873833290,8880,1728,843,1363
1716336000,50700,492724490582,8871,1730,849,1361
1716249600,51062,491870182447,9016,1736,862,1367
1716163200,51050,491698656814,9022,1739,863,1368
1716076800,51012,492115826988,9013,1740,858,1370
1715990400,43337,474279162464,6031,1431,526,1150
1715904000,50895,491872373608,8972,1741,867,1370
1715817600,50921,491490101177,8973,1746,865,1369
1715731200,50865,493158369384,8943,1746,855,1363
1715644800,51013,490842537566,9014,1744,879,1365
1715558400,51029,492695657643,9014,1747,876,1365
1715472000,50908,490922008351,8988,1744,856,1366
1715385600,51328,490587450041,9090,1748,867,1376
1715299200,51394,490553967946,9115,1748,868,1378
1715212800,51412,490541910684,9095,1746,863,1376
1715126400,51174,489903747447,9038,1740,844,1371
1715040000,51430,488678704849,9122,1735,862,1373
1714953600,51318,487390212416,9084,1733,855,1369
1714867200,51290,486771415757,9083,1735,849,1371
1714780800,51367,485104784048,9135,1724,857,1372
1714694400,51341,484821508550,9135,1723,857,1371
1714608000,51287,482839569674,9125,1722,850,1372
1714521600,51263,482047502462,9108,1723,855,1375
1714435200,51326,480290852397,9127,1762,856,1380
1714348800,51304,480211843493,9110,1760,856,1382
1714262400,51387,476211372672,9112,1760,856,1381
1714176000,51560,476419195026,9147,1770,853,1386
1714089600,51597,476680986098,9128,1771,856,1386
1714003200,51061,471669902243,8930,1722,847,1370
1713916800,51141,470433261417,8913,1722,846,1367
1713830400,51457,472483336152,8966,1738,845,1369
1713744000,51283,470645045981,8932,1716,841,1371
1713657600,51265,469687321323,8929,1716,843,1363
1713571200,51485,470490175358,8958,1712,852,1364
1713484800,51440,469857933407,8954,1712,844,1365
1713398400,51353,468164277953,8945,1712,841,1363
1713312000,51381,467907442712,8939,1713,839,1362
1713225600,51381,466559060392,8982,1721,847,1367
1713139200,51298,463936463664,8976,1727,848,1368
1713052800,51208,462907968487,8970,1728,843,1366
1712966400,46195,448759928392,7513,1192,636,1225
1712880000,51394,462981576067,9007,1731,845,1366
1712793600,51365,462088271830,8994,1729,841,1366
1712707200,51122,461202462536,8916,1729,834,1364
1712620800,51698,462103223605,9062,1745,845,1372
1712534400,51685,461402385650,9054,1748,842,1370
1712448000,51536,461100257357,9023,1748,844,1365
1712361600,51807,460536947528,9099,1753,844,1371
1712275200,51829,459440161469,9106,1754,842,1374
1712188800,51775,465260338305,9051,1751,842,1377
1712102400,51872,465730739490,9027,1749,836,1378
1712016000,51702,464108292833,8991,1742,852,1372
1711929600,51866,464559719113,8994,1750,853,1373
1711843200,51886,464592691633,9003,1755,854,1374
1711756800,41667,440245719486,5403,775,395,1086
1711670400,52385,462444440558,9099,1767,846,1372
1711584000,52404,461333810059,9094,1768,845,1374
1711497600,52191,461173328808,9023,1757,842,1369
1711411200,52562,460682804296,9114,1773,849,1373
1711324800,52582,457159655694,9100,1777,847,1372
1711238400,52661,456723427024,9141,1775,845,1371
1711152000,49261,447722293965,7445,1558,1568,1226
1711065600,52899,461045364581,9144,1771,848,1379
1710979200,52937,461806499644,9117,1770,851,1377
1710892800,52791,462463973711,9084,1764,838,1375
1710806400,52803,461552366992,9110,1763,848,1378
1710720000,52961,469012039328,9111,1760,841,1378
1710633600,52908,465865666208,9104,1759,844,1373
1710547200,53363,465372688145,9199,1796,852,1378
1710460800,53364,463134342460,9201,1795,847,1381
1710374400,53276,459051967178,9183,1794,849,1382
1710288000,53335,459657132541,9161,1786,841,1379
1710201600,53765,460491726283,9198,1788,849,1392
1710115200,53750,458220798612,9188,1786,849,1391
1710028800,53749,457480050736,9186,1790,845,1386
1709942400,54117,457479212877,9317,1798,851,1390
1709856000,54177,457909695165,9317,1801,850,1391
1709769600,54169,456204980633,9303,1799,845,1389
1709683200,54300,460736492817,9296,1801,845,1391
1709596800,54546,462491473770,9327,1809,854,1389
1709510400,54604,462234286865,9315,1807,855,1392
1709424000,54546,461114432027,9315,1806,852,1393
1709337600,43976,437729939476,5520,837,404,1117
1709251200,54747,461325905253,9324,1812,872,1402
1709164800,54692,458320894516,9315,1814,867,1403
1709078400,54746,463105784580,9288,1815,864,1401
1708992000,54833,467100629948,9316,1820,857,1407
1708905600,54791,465829909888,9302,1818,857,1404
1708819200,54643,461851886867,9261,1817,857,1399
1708732800,55116,464831491126,9391,1821,860,1417
1708646400,54819,465570643779,9295,1813,866,1407
1708560000,54861,475151557540,9299,1816,850,1404
1708473600,54833,473746360939,9291,1817,845,1398
1708387200,54959,470721696162,9301,1816,894,1402
1708300800,55037,470608784132,9300,1817,892,1401
1708214400,55070,470762181249,9287,1814,895,1399
1708128000,55456,472138058016,9365,1820,901,1407
1708041600,55498,484898339726,9308,1813,902,1398
1707955200,55656,484784844231,9310,1814,903,1398
1707868800,55681,484566750861,9274,1813,894,1398
1707782400,55887,483276220614,9324,1811,906,1399
1707696000,55735,480448109107,9315,1809,905,1401
1707609600,56122,482112550277,9379,1810,901,1411
1707523200,47222,459217501415,6044,1453,623,1177
1707436800,56941,482572904943,9537,1819,916,1428
1707350400,56987,481284578171,9553,1820,913,1427
1707264000,57032,480034008450,9535,1814,913,1428
1707177600,57595,498588886964,9642,1822,914,1441
1707091200,57672,498581556538,9639,1821,920,1440
1707004800,57680,498355618317,9631,1822,915,1440
1706918400,57944,499126355808,9633,1831,923,1440
1706832000,57950,499031026063,9612,1829,922,1436
1706745600,57981,499619795407,9610,1832,920,1434
1706659200,57975,498450126690,9575,1829,916,1433
1706572800,58287,498368164852,9642,1832,911,1442
1706486400,58211,494917668501,9638,1835,907,1444
1706400000,58183,493839438078,9634,1834,902,1445
1706313600,58225,492023362470,9659,1833,910,1444
1706227200,58154,491566284943,9648,1831,905,1446
1706140800,58306,490842904164,9642,1833,907,1443
